Date,Solar,Wind,Geothermal,Biomass,Biogas,Small Hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,CAISO_Load_MWh,Solar_share,Wind_share,Geothermal_share,Biomass_share,Biogas_share,Small Hydro_share,Coal_share,Nuclear_share,Natural Gas_share,Large Hydro_share,Batteries_share,Imports_share,Other_share
2023-05-14 00:00:00-07:00,146062.5,45366.58333333333,19219.583333333332,6441.75,5322.416666666666,8198.0,84.16666666666666,54294.916666666664,116096.16666666666,89346.25,-2464.6666666666665,69500.75,0.0,511940.6666666666,0.2853113837410846,0.08861687747668674,0.03754259933768366,0.012583001155081775,0.010396549860595823,0.016013574489752068,0.00016440707321551586,0.10605704957996435,0.22677660562226612,0.17452461938948655,-0.004814359997447621,0.13575938487663286,0.0
2023-05-15 00:00:00-07:00,142524.5,30717.5,19179.0,6164.833333333333,5374.333333333333,8830.166666666666,55.58333333333333,54289.58333333333,168392.3333333333,90915.33333333333,2132.0,78388.83333333333,0.0,572389.3333333333,0.24899922430420324,0.053665395581562206,0.0335069137090838,0.010770349785227772,0.00938929679565424,0.015426853982836858,9.710756315048965e-05,0.0948473009047455,0.2941919486037476,0.15883477912469834,0.003724737474725828,0.1369501993980787,0.0
2023-05-16 00:00:00-07:00,138255.66666666666,32198.166666666664,19222.75,6752.083333333333,5267.0,8931.666666666666,-8.5,54332.916666666664,173261.0,81007.91666666666,-1134.0,108062.08333333333,0.0,588016.4166666666,0.23512212031495153,0.05475725805274428,0.032690838988764064,0.011482814326187321,0.008957232911722846,0.015189485214202495,-1.4455378725962442e-05,0.09240033972974394,0.29465333805164456,0.13776471943739665,-0.0019285175853225188,0.18377392241174673,0.0
2023-05-17 00:00:00-07:00,146318.8333333333,50184.75,19148.416666666664,7311.333333333333,5267.666666666666,8793.75,48.58333333333333,54351.08333333333,158629.66666666666,76397.0,-1163.4166666666663,107105.75,0.0,588900.5,0.24846104449450002,0.08521770655654054,0.03251553813703107,0.012415226907318526,0.008944917972843741,0.014932488595272037,8.249837338112861e-05,0.09229247272388685,0.2693658209946615,0.12972819686857118,-0.0019755742551868546,0.18187410267099452,0.0
2023-05-18 00:00:00-07:00,141366.75,74017.08333333333,19027.666666666664,7306.25,5390.0,8972.416666666666,-88.83333333333333,54378.75,135605.3333333333,77039.25,836.3333333333334,103999.83333333333,0.0,585561.9166666666,0.2414206695762176,0.12640351297891497,0.03249471341132015,0.01247733124720799,0.009204833590754637,0.01532274625669389,-0.00015170613184515216,0.0928659266462428,0.23158154496329236,0.13156465235742934,0.0014282577290787497,0.177606894118655,0.0
2023-05-19 00:00:00-07:00,148072.66666666666,84795.25,18275.583333333332,6945.833333333333,5424.583333333333,9084.333333333332,-107.66666666666666,54311.83333333333,118062.25,74987.0,-438.16666666666663,108274.33333333333,0.0,574814.4166666666,0.2576008227583019,0.14751761184370668,0.031793884779913746,0.012083610173892357,0.00943710383046818,0.01580394135904443,-0.0001873068307698731,0.09448585797184106,0.20539194316774415,0.1304542785040911,-0.0007622750125294062,0.18836398356397058,0.0
2023-05-20 00:00:00-07:00,140892.0,59055.166666666664,18308.25,6961.5,5406.166666666666,9048.583333333332,22.333333333333332,54294.0,102624.91666666666,63710.416666666664,1295.6666666666667,114144.58333333333,0.0,529033.6666666666,0.2663195347996126,0.11162837147730359,0.03460696578226591,0.01315889788992635,0.010218946368252557,0.01710398393044929,4.2215334751852595e-05,0.10262862917986947,0.19398560646108848,0.120427905974478,0.0024491194952306126,0.21576052815794333,0.0
2023-05-21 00:00:00-07:00,135954.25,31047.916666666664,18156.5,6969.583333333333,5194.833333333333,9288.083333333332,69.66666666666667,54350.0,116552.58333333333,69869.33333333333,189.08333333333343,121676.25,0.0,519555.5833333333,0.2616741198848311,0.059758604589467246,0.0349462128450485,0.013414509547983879,0.009998609388440473,0.01787697723070053,0.00013408895775828927,0.10460863427028261,0.22433130751008834,0.13447903472631337,0.00036393282913105084,0.234192940857948,0.0
2023-05-22 00:00:00-07:00,145273.75,38334.75,19482.833333333332,7080.0,4934.083333333333,9145.583333333332,60.58333333333333,54355.08333333333,133732.8333333333,71790.08333333333,-327.25000000000006,151445.0833333333,0.0,589875.3333333333,0.24627873347249649,0.06498788444563994,0.0330287303644951,0.012002536129102986,0.008364620546940428,0.015504264742945684,0.00010270531739474895,0.09214673043908714,0.22671372369076856,0.12170382329373552,-0.0005547782412781007,0.2567408311134669,0.0
2023-05-23 00:00:00-07:00,155289.8333333333,63826.916666666664,19713.5,6778.166666666666,4917.25,8839.75,58.5,54344.83333333333,125771.91666666666,71282.41666666666,-1361.1666666666665,112278.83333333333,0.0,574310.75,0.27039339474898094,0.11113655223529538,0.03432549364607924,0.01180226326368898,0.008562002365444143,0.015391928498639455,0.0001018612310495668,0.09462618161567292,0.21899627800222554,0.1241182002368346,-0.0023700873902615725,0.19550188348961486,0.0
2023-05-24 00:00:00-07:00,153392.41666666666,65751.08333333333,19737.916666666664,7433.083333333333,5353.333333333333,8757.0,91.5,54360.25,130170.08333333333,68755.33333333333,-3483.333333333333,96734.75,0.0,550352.5,0.2787166709820827,0.11947085428581378,0.03586413556160218,0.013506040825349813,0.009727099147061807,0.01591162027972981,0.00016625708068919464,0.09877351333917807,0.23652129014283269,0.124929628435109,-0.006329276842266244,0.1757687118710281,0.0
2023-05-25 00:00:00-07:00,158529.66666666666,80410.75,19413.5,7107.416666666666,5394.75,8885.333333333332,83.58333333333333,54393.666666666664,112812.16666666666,72842.0,116.74999999999986,79751.41666666666,0.0,545430.9166666666,0.29065031303231037,0.14742609474985452,0.03559295853385649,0.013030828377134837,0.009890803464111175,0.016290483472471536,0.00015324274950188468,0.09972604229897127,0.20683126537106516,0.13354945195473122,0.00021405093923443686,0.14621726460622647,0.0
2023-05-26 00:00:00-07:00,143755.0,120708.91666666666,20772.25,6801.166666666666,5453.75,8760.333333333332,73.33333333333333,54420.916666666664,93309.41666666666,66875.33333333333,567.25,75207.16666666666,0.0,533455.0,0.26947915006889056,0.22627759917268872,0.03893908577105848,0.012749279070711992,0.010223449025691014,0.01642187875890812,0.00013746863996650762,0.10201594636223611,0.1749152537077479,0.12536265164509344,0.0010633511730136563,0.1409812761463791,0.0
2023-05-27 00:00:00-07:00,143485.75,96462.75,20657.416666666664,7369.916666666666,5415.25,8965.666666666666,72.41666666666667,54406.666666666664,72691.5,77269.16666666666,-1162.0833333333333,58332.58333333333,0.0,489810.4166666666,0.2929414016477464,0.19693895172026593,0.04217431063889515,0.015046467808548375,0.011055808157067575,0.01830436095598212,0.00014784631809075792,0.11107698982174226,0.148407419537321,0.15775321233980832,-0.002372516577417283,0.1190921657614128,0.0
2023-05-28 00:00:00-07:00,148540.41666666666,77821.25,20606.416666666664,7510.916666666666,5400.25,8904.333333333332,91.41666666666666,54374.83333333333,71585.5,73087.08333333333,3366.0,60078.58333333333,0.0,486760.75,0.3051610399290959,0.15987577059160996,0.042333768009574856,0.015430407375012603,0.011094259346095592,0.01829303889710362,0.00018780615870664727,0.1117075140781859,0.147065062250808,0.15014991108739423,0.006915101515477573,0.12342528302319636,0.0
2023-05-29 00:00:00-07:00,153877.75,69350.16666666666,20466.5,7584.833333333333,5308.166666666666,8865.833333333332,63.5,54333.33333333333,91684.5,76589.41666666666,1159.0833333333333,53355.416666666664,0.0,499035.0833333333,0.30835056519907333,0.13896851941438318,0.04101214660759489,0.015198998200026351,0.010636860701677454,0.0177659519930212,0.00012724556272847217,0.10887678070730164,0.18372355584218278,0.1534750145322114,0.00232264899211328,0.10691716564349768,0.0
2023-05-30 00:00:00-07:00,142696.41666666666,85714.75,19460.5,7537.25,5243.583333333333,8798.0,65.25,54263.08333333333,84039.33333333333,86610.58333333333,367.4166666666667,89413.75,0.0,545434.1666666666,0.2616198716313151,0.15714957961623846,0.035678916337290936,0.01381880795268601,0.009613595285712758,0.016130269311450667,0.00011962946948990178,0.09948603635330264,0.15407786763144346,0.1587920020900781,0.0006736223895031635,0.16393133299007978,0.0
2023-05-31 00:00:00-07:00,152869.16666666666,121064.83333333333,19256.333333333332,6559.5,5197.25,9031.0,70.41666666666667,54286.75,98000.91666666666,72195.25,-3267.25,76444.83333333333,0.0,557038.9166666666,0.27443175349657645,0.21733640094266304,0.03456909877780831,0.011775658403280322,0.009330138064859921,0.01621251178291403,0.0001264124723781268,0.09745593777334828,0.17593190302233522,0.12960539710944793,-0.005865389117786056,0.1372342776170486,0.0
2023-06-01 00:00:00-07:00,164861.66666666666,91971.91666666666,20319.666666666664,6499.333333333333,5178.666666666666,9205.75,70.5,54336.33333333333,123026.0,82721.33333333333,1829.7499999999998,51762.166666666664,0.0,564404.0833333333,0.2920986426834557,0.1629540242223029,0.03600198380327097,0.011515390347547982,0.009175459249128395,0.01631056590808388,0.000124910506642035,0.09627204149981788,0.2179750353211773,0.14656402350030248,0.0032419148869257237,0.09171118387550055,0.0
2023-06-02 00:00:00-07:00,163028.5,74609.08333333333,19167.916666666664,6560.083333333333,5190.666666666666,9710.25,64.91666666666667,54305.5,126808.08333333333,86774.5,1934.1666666666665,49807.08333333333,0.0,557003.5,0.29268846605093146,0.13394724329978774,0.03441256054345559,0.011777454420543737,0.009318912119343355,0.01743301433473937,0.00011654624552030045,0.09749579670504764,0.22766119662324083,0.15578806955432056,0.0034724497542056136,0.08941969544775451,0.0
2023-06-03 00:00:00-07:00,154541.41666666666,48991.5,17209.166666666664,7239.666666666666,5038.75,9669.666666666666,70.41666666666667,54332.75,137114.16666666666,84357.66666666666,2922.083333333333,36599.25,0.0,523799.25,0.29503940043187665,0.09353106175696128,0.032854508032737095,0.013821452907133155,0.009619620493920141,0.01846063480745088,0.00013443445493033194,0.10372819357797859,0.2617685433239293,0.16104961331400658,0.005578632144535016,0.0698726659116064,0.0
2023-06-04 00:00:00-07:00,154997.16666666666,46061.166666666664,18059.5,7169.666666666666,5113.75,9576.416666666666,64.91666666666667,54265.25,160572.16666666666,84247.25,923.5833333333334,18225.833333333332,0.0,523620.49999999994,0.2960105012440626,0.08796669852816433,0.034489673341666346,0.013692486575041785,0.009766137880392385,0.01828884978083682,0.00012397655681293355,0.10363469344687613,0.3066575251860206,0.16089371978369832,0.0017638410515503757,0.03480733342818575,0.0
2023-06-05 00:00:00-07:00,128273.5,64898.83333333333,15947.75,7070.916666666666,5141.25,8467.666666666666,59.83333333333333,54211.08333333333,214948.16666666666,90175.33333333333,271.08333333333337,15418.0,0.0,575252.8333333333,0.22298629848846177,0.11281792904395373,0.02772302729495466,0.01229184152939128,0.00893737449359224,0.01471990432033219,0.00010401223577922405,0.0942387072119303,0.3736585970748515,0.15675773869866497,0.000471242065445426,0.026802127875945565,0.0
2023-06-06 00:00:00-07:00,128477.83333333333,64217.416666666664,17370.416666666664,7107.083333333333,5143.083333333333,8282.416666666666,56.166666666666664,54194.33333333333,217678.16666666666,86796.08333333333,-1366.0833333333333,6656.0,0.0,559436.6666666666,0.22965572510442053,0.11478943103479096,0.031049835846774433,0.012703999856999005,0.009193325428556108,0.014804922809254547,0.00010039861527369795,0.09687304490827083,0.38910243042107834,0.15514907853733817,-0.002441890949824526,0.011897682788042735,0.0
2023-06-07 00:00:00-07:00,110464.0,63849.33333333333,17999.166666666664,6566.333333333333,5209.333333333333,8666.75,63.666666666666664,54116.33333333333,230572.25,85445.91666666666,-1151.4166666666665,3569.1666666666665,0.0,556719.75,0.19841940222167437,0.11468846458803254,0.032330749298307926,0.011794683650675826,0.009357191537274065,0.015567527467814821,0.00011436035216402268,0.09720570059411998,0.4141621525013258,0.15348102284258222,-0.0020682159500658394,0.006411065292127083,0.0
2023-06-08 00:00:00-07:00,140036.0,59190.5,17739.833333333332,6480.0,5239.666666666666,8512.833333333332,64.25,54098.33333333333,182398.5833333333,85020.25,2267.5833333333335,27620.333333333332,0.0,556695.5,0.25154864733054244,0.10632473228183091,0.03186631351130615,0.011640115646704526,0.009412087337991175,0.015291722913753268,0.00011541318368838979,0.09717760127993369,0.32764515490664703,0.15272307751724237,0.004073292012120331,0.04961479540131604,0.0
2023-06-09 00:00:00-07:00,153495.75,85767.75,17932.666666666664,6463.166666666666,5284.583333333333,9027.416666666666,68.0,54139.33333333333,157696.5833333333,85152.16666666666,-2520.5,33194.166666666664,0.0,560010.3333333333,0.27409449587537377,0.15315387037501096,0.03202202816495648,0.011541156085810323,0.009436581824978231,0.016120089450730374,0.00012142633082365744,0.09667559705743525,0.28159584555284994,0.1520546347061453,-0.004500809806485714,0.059274203868857185,0.0
2023-06-10 00:00:00-07:00,120705.58333333333,70928.66666666666,17836.666666666664,5841.916666666666,5206.583333333333,8939.5,66.08333333333333,54189.25,151305.3333333333,80834.41666666666,635.5833333333333,42899.83333333333,0.0,524129.1666666666,0.2302973980650444,0.13532669268866612,0.03403105150606959,0.011145948438282548,0.009933779046195674,0.0170559102002528,0.00012608215214125016,0.10338911368857868,0.28867947627413726,0.15422613700503215,0.0012126463737469294,0.08184973487769395,0.0
2023-06-11 00:00:00-07:00,131288.25,100746.75,17702.0,5635.083333333333,5242.5,8475.083333333332,77.16666666666667,54168.83333333333,138081.25,72694.33333333333,-2360.9166666666665,7628.666666666666,0.0,492794.0833333333,0.26641604361794796,0.2044398530894158,0.03592169751767515,0.01143496548338564,0.010638317661078521,0.01719802168891029,0.000156590083518657,0.10992184193228781,0.28020070587292295,0.14751462282505082,-0.004790878678366166,0.015480434779300143,0.0
